VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,FullyVaccinated,thirddosedaily,thirddosecumulative,firstboosterdailydose,additionaldosecumulative,fourthdailydose,secondadditionaldosecumulative,fullyvaccinatedcumulative
9/5/2021 11:00,Caroline,,14060,9,12854,,2889,9,,0,,128,,0,15743
9/5/2021 11:00,Carroll,46,98381,103,92308,3,9823,106,,0,10,918,,0,102131
9/5/2021 11:00,Cecil,33,46093,18,42119,,3689,18,,0,,261,,2,45808
9/5/2021 11:00,Charles,108,91506,93,83573,2,5338,95,,0,11,581,,2,88911
9/5/2021 11:00,Dorchester,8,14936,9,13546,,2199,9,,0,3,142,,2,15745
9/5/2021 11:00,Frederick,79,163667,105,153287,1,17236,106,,0,29,1749,,1,170523
9/5/2021 11:00,Garrett,9,11799,5,10755,,947,5,,0,,127,,0,11702
9/5/2021 11:00,Harford,122,144795,137,134673,17,13258,154,,0,18,1176,,0,147931
9/5/2021 11:00,Howard,98,233069,99,220855,1,14307,100,,0,52,2538,1,2,235162
9/5/2021 11:00,Kent,,10944,2,10201,,975,2,,0,,116,,0,11176
9/5/2021 11:00,Montgomery,388,755541,382,706866,12,48683,394,,0,264,11920,2,17,755549
9/5/2021 11:00,Prince Georges,703,541252,631,488106,26,32625,657,,0,61,3474,,3,520731
9/5/2021 11:00,Queen Annes,14,28614,21,26595,,2659,21,,0,2,277,,0,29254
9/5/2021 11:00,Somerset,6,10139,9,8996,,1109,9,,0,,76,,0,10105
9/5/2021 11:00,St. Marys,33,57904,37,53596,,3493,37,,0,5,550,,0,57089
9/5/2021 11:00,Talbot,8,22337,24,20727,1,2945,25,,0,5,359,,0,23672
9/5/2021 11:00,Unknown,336,348430,142,288263,11,28295,153,,0,36,1899,,0,316558
9/5/2021 11:00,Washington,40,65809,45,59817,1,11031,46,,0,9,734,,0,70848
9/5/2021 11:00,Wicomico,42,47515,43,43107,,4213,43,,0,1,408,,1,47320
9/5/2021 11:00,Worcester,10,31669,43,29015,,2674,43,,0,4,287,,0,31689
9/6/2021 11:00,Allegany,5,29296,13,26647,,3203,13,,0,1,227,,0,29850
9/6/2021 11:00,Anne Arundel,112,348865,91,324513,10,24763,101,,0,23,3643,,6,349276
9/6/2021 11:00,Baltimore,155,503149,178,466567,7,36734,185,,0,49,5207,,2,503301
9/6/2021 11:00,Baltimore City,104,310995,110,277929,7,21049,117,,0,6,2258,,5,298978
9/6/2021 11:00,Calvert,10,53545,18,49554,,3850,18,,0,,441,,0,53404
9/6/2021 11:00,Caroline,7,14067,8,12862,,2889,8,,0,,128,,0,15751
9/6/2021 11:00,Carroll,23,98404,29,92337,1,9824,30,,0,7,925,,0,102161
9/6/2021 11:00,Cecil,17,46110,12,42131,,3689,12,,0,3,264,,2,45820
9/6/2021 11:00,Charles,16,91522,19,83592,1,5339,20,,0,2,583,,2,88931
9/6/2021 11:00,Dorchester,9,14945,9,13555,,2199,9,,0,5,147,,2,15754
9/6/2021 11:00,Frederick,37,163704,80,153367,12,17248,92,,0,10,1759,,1,170615
9/6/2021 11:00,Garrett,2,11801,2,10757,,947,2,,0,1,128,,0,11704
9/6/2021 11:00,Harford,54,144849,67,134740,3,13261,70,,0,10,1186,,0,148001
9/6/2021 11:00,Howard,47,233116,48,220903,2,14309,50,,0,24,2562,,2,235212
9/6/2021 11:00,Montgomery,126,755667,144,707010,9,48692,153,,0,80,12000,,17,755702
9/6/2021 11:00,Prince Georges,179,541431,204,488310,16,32641,220,,0,11,3485,,3,520951
9/6/2021 11:00,Queen Annes,3,28617,11,26606,,2659,11,,0,1,278,,0,29265
9/6/2021 11:00,Somerset,5,10144,3,8999,,1109,3,,0,1,77,,0,10108
9/6/2021 11:00,St. Marys,15,57919,15,53611,2,3495,17,,0,,550,,0,57106
9/6/2021 11:00,Talbot,11,22348,10,20737,,2945,10,,0,1,360,,0,23682
9/6/2021 11:00,Unknown,73,348503,64,288327,2,28297,66,,0,20,1919,,0,316624
9/6/2021 11:00,Washington,26,65835,26,59843,4,11035,30,,0,2,736,,0,70878
9/6/2021 11:00,Wicomico,40,47555,32,43139,1,4214,33,,0,3,411,,1,47353
9/6/2021 11:00,Worcester,15,31684,31,29046,1,2675,32,,0,3,290,,0,31721
9/7/2021 11:00,Allegany,31,29327,55,26702,4,3207,59,,0,5,232,,0,29909
9/7/2021 11:00,Anne Arundel,399,349264,665,325178,34,24797,699,,0,151,3794,,6,349975
9/7/2021 11:00,Baltimore,585,503734,1068,467635,33,36767,1101,,0,214,5421,1,3,504402
9/7/2021 11:00,Baltimore City,503,311498,653,278582,13,21062,666,,0,92,2350,,5,299644
9/7/2021 11:00,Calvert,89,53634,86,49640,2,3852,88,,0,22,463,,0,53492
9/7/2021 11:00,Caroline,17,14084,16,12878,,2889,16,,0,1,129,,0,15767
9/7/2021 11:00,Carroll,98,98502,178,92515,6,9830,184,,0,41,966,,0,102345
9/7/2021 11:00,Cecil,69,46179,103,42234,18,3707,121,,0,18,282,,2,45941
9/7/2021 11:00,Charles,156,91678,206,83798,5,5344,211,,0,40,623,,2,89142
9/7/2021 11:00,Dorchester,25,14970,43,13598,2,2201,45,,0,6,153,,2,15799
9/7/2021 11:00,Frederick,175,163879,256,153623,6,17254,262,,0,45,1804,1,2,170877
9/7/2021 11:00,Garrett,23,11824,32,10789,2,949,34,,0,8,136,,0,11738
9/7/2021 11:00,Harford,181,145030,268,135008,11,13272,279,,0,41,1227,,0,148280
9/7/2021 11:00,Howard,185,233301,295,221198,24,14333,319,,0,106,2668,1,3,235531
9/7/2021 11:00,Kent,6,10950,9,10210,,975,9,,0,5,121,,0,11185
9/7/2021 11:00,Montgomery,657,756324,1042,708052,41,48733,1083,,0,452,12452,6,23,756785
9/7/2021 11:00,Prince Georges,1238,542669,1587,489897,36,32677,1623,,0,137,3622,3,6,522574
9/7/2021 11:00,Queen Annes,18,28635,34,26640,6,2665,40,,0,2,280,,0,29305
9/7/2021 11:00,Somerset,9,10153,24,9023,2,1111,26,,0,3,80,,0,10134
9/7/2021 11:00,St. Marys,82,58001,143,53754,,3495,143,,0,34,584,,0,57249
9/7/2021 11:00,Talbot,22,22370,31,20768,,2945,31,,0,12,372,,0,23713
9/7/2021 11:00,Unknown,786,349289,551,288878,2043,30340,2594,,0,76,1995,,0,319218
9/7/2021 11:00,Washington,96,65931,193,60036,19,11054,212,,0,36,772,,0,71090
9/7/2021 11:00,Wicomico,70,47625,123,43262,5,4219,128,,0,31,442,,1,47481
9/7/2021 11:00,Worcester,33,31717,76,29122,7,2682,83,,0,6,296,,0,31804
9/8/2021 11:00,Allegany,54,29381,91,26793,10,3217,101,,0,25,257,,0,30010
9/8/2021 11:00,Anne Arundel,424,349688,454,325632,40,24837,494,,0,183,3977,,6,350469
9/8/2021 11:00,Baltimore,563,504297,774,468409,35,36802,809,,0,261,5682,1,4,505211
9/8/2021 11:00,Baltimore City,551,312049,677,279259,41,21103,718,,0,118,2468,,5,300362
9/8/2021 11:00,Calvert,75,53709,96,49736,3,3855,99,,0,33,496,,0,53591
9/8/2021 11:00,Caroline,21,14105,27,12905,2,2891,29,,0,3,132,,0,15796
9/8/2021 11:00,Carroll,81,98583,109,92624,15,9845,124,,0,33,999,,0,102469
9/8/2021 11:00,Cecil,79,46258,83,42317,3,3710,86,,0,14,296,,2,46027
9/8/2021 11:00,Charles,159,91837,202,84000,4,5348,206,,0,29,652,,2,89348
9/8/2021 11:00,Dorchester,22,14992,30,13628,7,2208,37,,0,8,161,,2,15836
9/8/2021 11:00,Frederick,145,164024,197,153820,13,17267,210,,0,64,1868,,2,171087
9/8/2021 11:00,Garrett,10,11834,11,10800,1,950,12,,0,4,140,,0,11750
9/8/2021 11:00,Harford,173,145203,203,135211,25,13297,228,,0,49,1276,,0,148508
9/8/2021 11:00,Howard,172,233473,210,221408,10,14343,220,,0,115,2783,1,4,235751
9/8/2021 11:00,Kent,1,10951,8,10218,,975,8,,0,3,124,,0,11193
9/8/2021 11:00,Montgomery,515,756839,742,708794,28,48761,770,,0,414,12866,2,25,757555
9/8/2021 11:00,Prince Georges,984,543653,1165,491062,33,32710,1198,,0,159,3781,1,7,523772
9/8/2021 11:00,Queen Annes,34,28669,58,26698,7,2672,65,,0,13,293,,0,29370
9/8/2021 11:00,Somerset,20,10173,45,9068,19,1130,64,,0,8,88,,0,10198
9/8/2021 11:00,St. Marys,70,58071,82,53836,3,3498,85,,0,30,614,,0,57334
9/8/2021 11:00,Talbot,20,22390,46,20814,7,2952,53,,0,13,385,,0,23766
9/8/2021 11:00,Unknown,397,349686,248,289126,40,30380,288,,0,72,2067,,0,319506
9/8/2021 11:00,Washington,145,66076,105,60141,26,11080,131,,0,46,818,,0,71221
9/8/2021 11:00,Wicomico,83,47708,124,43386,7,4226,131,,0,20,462,,1,47612
9/8/2021 11:00,Worcester,44,31761,50,29172,,2682,50,,0,16,312,,0,31854
9/9/2021 11:00,Allegany,46,29427,48,26841,5,3222,53,,0,10,267,,0,30063
9/9/2021 11:00,Anne Arundel,455,350143,482,326114,20,24857,502,,0,356,4333,,6,350971
9/9/2021 11:00,Baltimore,689,504986,764,469173,43,36845,807,,0,428,6110,2,6,506018
9/9/2021 11:00,Baltimore City,615,312664,626,279885,20,21123,646,,0,152,2620,,5,301008
9/9/2021 11:00,Calvert,98,53807,98,49834,1,3856,99,,0,58,554,,0,53690
9/9/2021 11:00,Caroline,25,14130,41,12946,5,2896,46,,0,3,135,,0,15842
9/9/2021 11:00,Carroll,94,98677,149,92773,14,9859,163,,0,57,1056,,0,102632
9/9/2021 11:00,Cecil,65,46323,49,42366,2,3712,51,,0,8,304,,2,46078
9/9/2021 11:00,Charles,188,92025,210,84210,4,5352,214,,0,36,688,,2,89562
9/9/2021 11:00,Dorchester,42,15034,41,13669,1,2209,42,,0,13,174,,2,15878
9/9/2021 11:00,Frederick,168,164192,216,154036,23,17290,239,,0,97,1965,,2,171326
9/9/2021 11:00,Garrett,14,11848,10,10810,,950,10,,0,2,142,,0,11760
9/9/2021 11:00,Harford,184,145387,197,135408,15,13312,212,,0,92,1368,,0,148720
9/9/2021 11:00,Howard,148,233621,200,221608,12,14355,212,,0,169,2952,,4,235963
9/9/2021 11:00,Kent,17,10968,44,10262,1,976,45,,0,13,137,,0,11238
9/9/2021 11:00,Montgomery,546,757385,665,709459,30,48791,695,,0,580,13446,1,26,758250
9/9/2021 11:00,Prince Georges,920,544573,1100,492162,26,32736,1126,,0,194,3975,1,8,524898
9/9/2021 11:00,Queen Annes,40,28709,52,26750,5,2677,57,,0,24,317,,0,29427
9/9/2021 11:00,Somerset,30,10203,20,9088,6,1136,26,,0,6,94,,0,10224
9/9/2021 11:00,St. Marys,122,58193,95,53931,15,3513,110,,0,32,646,,0,57444
9/9/2021 11:00,Talbot,31,22421,29,20843,3,2955,32,,0,9,394,,0,23798
9/9/2021 11:00,Unknown,438,350124,291,289417,39,30419,330,,0,73,2140,1,1,319836
9/9/2021 11:00,Washington,106,66182,131,60272,47,11127,178,,0,53,871,,0,71399
9/9/2021 11:00,Wicomico,78,47786,100,43486,3,4229,103,,0,15,477,,1,47715
9/9/2021 11:00,Worcester,54,31815,56,29228,7,2689,63,,0,19,331,,0,31917
9/10/2021 11:00,Allegany,70,29497,84,26925,5,3227,89,,0,14,281,,0,30152
9/10/2021 11:00,Anne Arundel,447,350590,547,326661,44,24901,591,,0,242,4575,2,8,351562
9/10/2021 11:00,Baltimore,685,505671,809,469982,40,36885,849,,0,342,6452,2,8,506867
9/10/2021 11:00,Baltimore City,698,313362,738,280623,56,21179,794,,0,150,2770,1,6,301802
9/10/2021 11:00,Calvert,109,53916,97,49931,7,3863,104,,0,83,637,,0,53794
9/10/2021 11:00,Caroline,39,14169,51,12997,5,2901,56,,0,4,139,,0,15898
9/10/2021 11:00,Carroll,114,98791,163,92936,24,9883,187,,0,57,1113,1,1,102819
9/10/2021 11:00,Cecil,61,46384,98,42464,,3712,98,,0,10,314,,2,46176
9/10/2021 11:00,Charles,166,92191,205,84415,12,5364,217,,0,60,748,,2,89779
9/10/2021 11:00,Dorchester,34,15068,42,13711,3,2212,45,,0,12,186,,2,15923
9/10/2021 11:00,Frederick,167,164359,267,154303,21,17311,288,,0,93,2058,1,3,171614
9/10/2021 11:00,Garrett,23,11871,30,10840,2,952,32,,0,9,151,,0,11792
9/10/2021 11:00,Harford,223,145610,238,135646,8,13320,246,,0,68,1436,1,1,148966
9/10/2021 11:00,Howard,171,233792,205,221813,14,14369,219,,0,167,3119,2,6,236182
9/10/2021 11:00,Kent,10,10978,15,10277,1,977,16,,0,14,151,,0,11254
9/10/2021 11:00,Montgomery,696,758081,820,710279,47,48838,867,,0,622,14068,3,29,759117
9/10/2021 11:00,Prince Georges,1178,545751,1210,493372,39,32775,1249,,0,202,4177,,8,526147
9/10/2021 11:00,Queen Annes,33,28742,62,26812,5,2682,67,,0,13,330,1,1,29494
9/10/2021 11:00,Somerset,20,10223,26,9114,2,1138,28,,0,5,99,,0,10252
9/10/2021 11:00,St. Marys,134,58327,103,54034,9,3522,112,,0,283,929,,0,57556
9/10/2021 11:00,Talbot,32,22453,55,20898,2,2957,57,,0,35,429,1,1,23855
9/10/2021 11:00,Unknown,1309,351433,796,290213,1357,31776,2153,,0,108,2248,1,2,321989
9/10/2021 11:00,Washington,137,66319,140,60412,13,11140,153,,0,55,926,,0,71552
9/10/2021 11:00,Wicomico,112,47898,148,43634,22,4251,170,,0,36,513,,1,47885
9/10/2021 11:00,Worcester,32,31847,44,29272,6,2695,50,,0,10,341,,0,31967
9/11/2021 11:00,Allegany,17,29514,35,26960,2,3229,37,,0,5,286,,0,30189
9/11/2021 11:00,Anne Arundel,318,350908,301,326962,16,24917,317,,0,116,4691,,8,351879
9/11/2021 11:00,Baltimore,447,506118,552,470534,57,36942,609,,0,189,6641,,8,507476
9/11/2021 11:00,Baltimore City,383,313745,514,281137,21,21200,535,,0,70,2840,,6,302337
9/11/2021 11:00,Calvert,54,53970,43,49974,4,3867,47,,0,5,642,,0,53841
9/11/2021 11:00,Caroline,11,14180,13,13010,,2901,13,,0,1,140,,0,15911
9/11/2021 11:00,Carroll,72,98863,109,93045,10,9893,119,,0,21,1134,1,2,102938
9/11/2021 11:00,Cecil,47,46431,47,42511,14,3726,61,,0,7,321,,2,46237
9/11/2021 11:00,Charles,135,92326,143,84558,12,5376,155,,0,14,762,,2,89934
9/11/2021 11:00,Dorchester,17,15085,13,13724,,2212,13,,0,1,187,,2,15936
9/11/2021 11:00,Frederick,133,164492,177,154480,15,17326,192,,0,56,2114,,3,171806
9/11/2021 11:00,Garrett,10,11881,10,10850,,952,10,,0,1,152,,0,11802
9/11/2021 11:00,Harford,131,145741,163,135809,14,13334,177,,0,29,1465,,1,149143
9/11/2021 11:00,Howard,172,233964,176,221989,17,14386,193,,0,96,3215,1,7,236375
9/11/2021 11:00,Kent,9,10987,2,10279,,977,2,,0,2,153,,0,11256
9/11/2021 11:00,Montgomery,502,758583,616,710895,36,48874,652,,0,341,14409,,29,759769
9/11/2021 11:00,Prince Georges,736,546487,891,494263,23,32798,914,,0,96,4273,,8,527061
9/11/2021 11:00,Queen Annes,14,28756,34,26846,1,2683,35,,0,6,336,,1,29529
9/11/2021 11:00,Somerset,7,10230,7,9121,,1138,7,,0,,99,,0,10259
9/11/2021 11:00,St. Marys,51,58378,75,54109,2,3524,77,,0,10,939,1,1,57633
9/11/2021 11:00,Talbot,17,22470,21,20919,,2957,21,,0,5,434,,1,23876
9/11/2021 11:00,Unknown,829,352262,426,290639,431,32207,857,,0,43,2291,,2,322846
9/11/2021 11:00,Washington,65,66384,80,60492,7,11147,87,,0,6,932,,0,71639
9/11/2021 11:00,Wicomico,49,47947,61,43695,,4251,61,,0,3,516,,1,47946
9/11/2021 11:00,Worcester,22,31869,36,29308,1,2696,37,,0,4,345,,0,32004
9/12/2021 11:00,Allegany,21,29535,23,26983,2,3231,25,,0,,286,,0,30214
9/12/2021 11:00,Anne Arundel,219,351127,233,327195,7,24924,240,,0,78,4769,,8,352119
9/12/2021 11:00,Baltimore,357,506475,455,470989,10,36952,465,,0,137,6778,,8,507941
9/12/2021 11:00,Baltimore City,304,314049,380,281517,5,21205,385,,0,95,2935,,6,302722
9/12/2021 11:00,Calvert,33,54003,45,50019,1,3868,46,,0,7,649,,0,53887
9/12/2021 11:00,Caroline,7,14187,15,13025,,2901,15,,0,1,141,,0,15926
9/12/2021 11:00,Carroll,52,98915,72,93117,1,9894,73,,0,21,1155,,2,103011
9/12/2021 11:00,Cecil,26,46457,28,42539,3,3729,31,,0,2,323,,2,46268
9/12/2021 11:00,Charles,92,92418,78,84636,4,5380,82,,0,5,767,,2,90016
9/12/2021 11:00,Dorchester,13,15098,10,13734,,2212,10,,0,2,189,,2,15946
9/12/2021 11:00,Frederick,64,164556,109,154589,1,17327,110,,0,19,2133,,3,171916
9/12/2021 11:00,Garrett,7,11888,2,10852,,952,2,,0,,152,,0,11804
9/12/2021 11:00,Harford,97,145838,118,135927,10,13344,128,,0,22,1487,,1,149271
9/12/2021 11:00,Howard,89,234053,88,222077,1,14387,89,,0,64,3279,1,8,236464
9/12/2021 11:00,Kent,3,10990,2,10281,,977,2,,0,,153,,0,11258
9/12/2021 11:00,Montgomery,321,758904,396,711291,20,48894,416,,0,205,14614,1,30,760185
9/12/2021 11:00,Prince Georges,605,547092,650,494913,22,32820,672,,0,55,4328,,8,527733
9/12/2021 11:00,Queen Annes,22,28778,21,26867,,2683,21,,0,3,339,,1,29550
9/12/2021 11:00,Somerset,13,10243,8,9129,,1138,8,,0,,99,,0,10267
9/12/2021 11:00,St. Marys,39,58417,30,54139,,3524,30,,0,5,944,,1,57663
9/12/2021 11:00,Talbot,5,22475,14,20933,,2957,14,,0,7,441,,1,23890
9/12/2021 11:00,Unknown,730,352992,436,291075,365,32572,801,,0,36,2327,1,3,323647
9/12/2021 11:00,Washington,43,66427,50,60542,,11147,50,,0,2,934,,0,71689
9/12/2021 11:00,Wicomico,47,47994,66,43761,,4251,66,,0,6,522,,1,48012
9/12/2021 11:00,Worcester,19,31888,43,29351,1,2697,44,,0,8,353,,0,32048
9/13/2021 11:00,Allegany,36,29571,49,27032,6,3237,55,,0,8,294,,0,30269
9/13/2021 11:00,Anne Arundel,391,351518,410,327605,23,24947,433,,0,174,4943,2,10,352552
9/13/2021 11:00,Baltimore,628,507103,737,471726,32,36984,769,,0,265,7043,,8,508710
9/13/2021 11:00,Baltimore City,505,314554,546,282063,22,21227,568,,0,117,3052,,6,303290
9/13/2021 11:00,Calvert,82,54085,90,50109,4,3872,94,,0,72,721,,0,53981
9/13/2021 11:00,Caroline,15,14202,25,13050,,2901,25,,0,1,142,,0,15951
9/13/2021 11:00,Carroll,93,99008,135,93252,6,9900,141,,0,50,1205,,2,103152
9/13/2021 11:00,Cecil,58,46515,56,42595,,3729,56,,0,12,335,,2,46324
9/13/2021 11:00,Charles,179,92597,148,84784,2,5382,150,,0,22,789,,2,90166
9/13/2021 11:00,Dorchester,14,15112,17,13751,1,2213,18,,0,3,192,,2,15964
9/13/2021 11:00,Frederick,177,164733,208,154797,16,17343,224,,0,49,2182,,3,172140
9/13/2021 11:00,Garrett,13,11901,9,10861,1,953,10,,0,1,153,,0,11814
9/13/2021 11:00,Harford,168,146006,199,136126,13,13357,212,,0,50,1537,,1,149483
9/13/2021 11:00,Howard,123,234176,188,222265,15,14402,203,,0,94,3373,,8,236667
9/13/2021 11:00,Kent,7,10997,13,10294,,977,13,,0,7,160,,0,11271
9/13/2021 11:00,Montgomery,595,759499,719,712010,24,48918,743,,0,435,15049,1,31,760928
9/13/2021 11:00,Prince Georges,993,548085,998,495911,27,32847,1025,,0,152,4480,1,9,528758
9/13/2021 11:00,Queen Annes,24,28802,39,26906,1,2684,40,,0,6,345,,1,29590
9/13/2021 11:00,Somerset,12,10255,16,9145,2,1140,18,,0,3,102,,0,10285
9/13/2021 11:00,St. Marys,99,58516,76,54215,8,3532,84,,0,10,954,,1,57747
9/13/2021 11:00,Talbot,22,22497,24,20957,1,2958,25,,0,12,453,,1,23915
9/13/2021 11:00,Unknown,600,353592,334,291409,115,32687,449,,0,65,2392,,3,324096
9/13/2021 11:00,Washington,117,66544,126,60668,12,11159,138,,0,50,984,,0,71827
9/13/2021 11:00,Wicomico,77,48071,110,43871,11,4262,121,,0,18,540,,1,48133
9/13/2021 11:00,Worcester,52,31940,56,29407,19,2716,75,,0,16,369,,0,32123
9/14/2021 11:00,Allegany,43,29614,50,27082,4,3241,54,,0,6,300,,0,30323
9/14/2021 11:00,Anne Arundel,359,351877,452,328057,27,24974,479,,0,163,5106,2,12,353031
9/14/2021 11:00,Baltimore,651,507754,760,472486,53,37037,813,,0,233,7276,2,10,509523
9/14/2021 11:00,Baltimore City,528,315082,738,282801,37,21264,775,,0,113,3165,1,7,304065
9/14/2021 11:00,Calvert,76,54161,88,50197,6,3878,94,,0,165,886,,0,54075
9/14/2021 11:00,Caroline,16,14218,26,13076,2,2903,28,,0,5,147,,0,15979
9/14/2021 11:00,Carroll,68,99076,145,93397,12,9912,157,,0,47,1252,1,3,103309
9/14/2021 11:00,Cecil,78,46593,77,42672,35,3764,112,,0,11,346,,2,46436
9/14/2021 11:00,Charles,162,92759,174,84958,11,5393,185,,0,31,820,,2,90351
9/14/2021 11:00,Dorchester,22,15134,28,13779,1,2214,29,,0,7,199,,2,15993
9/14/2021 11:00,Frederick,134,164867,186,154983,9,17352,195,,0,27,2209,,3,172335
9/14/2021 11:00,Garrett,28,11929,32,10893,4,957,36,,0,21,174,,0,11850
9/14/2021 11:00,Harford,128,146134,213,136339,4,13361,217,,0,40,1577,,1,149700
9/14/2021 11:00,Howard,153,234329,199,222464,14,14416,213,,0,112,3485,,8,236880
9/14/2021 11:00,Kent,7,11004,9,10303,,977,9,,0,2,162,,0,11280
9/14/2021 11:00,Montgomery,577,760076,683,712693,28,48946,711,,0,411,15460,1,32,761639
9/14/2021 11:00,Prince Georges,1093,549178,1111,497022,35,32882,1146,,0,135,4615,,9,529904
9/14/2021 11:00,Queen Annes,25,28827,32,26938,1,2685,33,,0,8,353,,1,29623
9/14/2021 11:00,Somerset,17,10272,18,9163,2,1142,20,,0,29,131,,0,10305
9/14/2021 11:00,St. Marys,94,58610,73,54288,8,3540,81,,0,69,1023,,1,57828
9/14/2021 11:00,Talbot,11,22508,23,20980,6,2964,29,,0,11,464,,1,23944
9/14/2021 11:00,Unknown,565,354157,327,291736,132,32819,459,,0,65,2457,,3,324555
9/14/2021 11:00,Washington,83,66627,138,60806,19,11178,157,,0,30,1014,,0,71984
9/14/2021 11:00,Wicomico,61,48132,98,43969,3,4265,101,,0,15,555,,1,48234
9/14/2021 11:00,Worcester,25,31965,65,29472,4,2720,69,,0,11,380,,0,32192
9/15/2021 11:00,Allegany,84,29698,122,27204,17,3258,139,,0,17,317,,0,30462
9/15/2021 11:00,Anne Arundel,364,352241,422,328479,43,25017,465,,0,162,5268,1,13,353496
9/15/2021 11:00,Baltimore,517,508271,780,473266,40,37077,820,,0,212,7488,,10,510343
9/15/2021 11:00,Baltimore City,510,315592,707,283508,23,21287,730,,0,105,3270,,7,304795
9/15/2021 11:00,Calvert,90,54251,103,50300,7,3885,110,,0,167,1053,,0,54185
9/15/2021 11:00,Caroline,31,14249,44,13120,12,2915,56,,0,8,155,,0,16035
9/15/2021 11:00,Carroll,97,99173,140,93537,6,9918,146,,0,45,1297,,3,103455
9/15/2021 11:00,Cecil,63,46656,135,42807,8,3772,143,,0,5,351,,2,46579
9/15/2021 11:00,Charles,142,92901,153,85111,4,5397,157,,0,23,843,,2,90508
9/15/2021 11:00,Dorchester,10,15144,26,13805,11,2225,37,,0,2,201,,2,16030
9/15/2021 11:00,Frederick,171,165038,253,155236,18,17370,271,,0,53,2262,1,4,172606
9/15/2021 11:00,Garrett,17,11946,25,10918,,957,25,,0,5,179,,0,11875
9/15/2021 11:00,Harford,136,146270,198,136537,23,13384,221,,0,41,1618,1,2,149921
9/15/2021 11:00,Howard,146,234475,200,222664,13,14429,213,,0,107,3592,,8,237093
9/15/2021 11:00,Kent,10,11014,11,10314,,977,11,,0,8,170,,0,11291
9/15/2021 11:00,Montgomery,590,760666,731,713424,33,48979,764,,0,408,15868,3,35,762403
9/15/2021 11:00,Prince Georges,1006,550184,1201,498223,31,32913,1232,,0,126,4741,1,10,531136
9/15/2021 11:00,Queen Annes,24,28851,38,26976,6,2691,44,,0,7,360,,1,29667
9/15/2021 11:00,Somerset,16,10288,32,9195,3,1145,35,,0,6,137,,0,10340
9/15/2021 11:00,St. Marys,93,58703,93,54381,5,3545,98,,0,23,1046,,1,57926
9/15/2021 11:00,Talbot,27,22535,45,21025,4,2968,49,,0,9,473,,1,23993
9/15/2021 11:00,Unknown,825,354982,427,292163,80,32899,507,,0,100,2557,1,4,325062
9/15/2021 11:00,Washington,233,66860,198,61004,22,11200,220,,0,30,1044,1,1,72204
9/15/2021 11:00,Wicomico,60,48192,85,44054,3,4268,88,,0,5,560,,1,48322
9/15/2021 11:00,Worcester,30,31995,40,29512,4,2724,44,,0,5,385,,0,32236
9/16/2021 11:00,Allegany,52,29750,53,27257,2,3260,55,,0,16,333,,0,30517
9/16/2021 11:00,Anne Arundel,408,352649,523,329002,29,25046,552,,0,191,5459,1,14,354048
9/16/2021 11:00,Baltimore,500,508771,783,474049,37,37114,820,,0,204,7692,,10,511163
9/16/2021 11:00,Baltimore City,503,316095,634,284142,33,21320,667,,0,119,3389,,7,305462
9/16/2021 11:00,Calvert,91,54342,84,50384,5,3890,89,,0,184,1237,,0,54274
9/16/2021 11:00,Caroline,32,14281,36,13156,8,2923,44,,0,3,158,,0,16079
9/16/2021 11:00,Carroll,80,99253,120,93657,12,9930,132,,0,48,1345,,3,103587
9/16/2021 11:00,Cecil,48,46704,70,42877,2,3774,72,,0,9,360,,2,46651
9/16/2021 11:00,Charles,142,93043,210,85321,9,5406,219,,0,33,876,,2,90727
9/16/2021 11:00,Dorchester,23,15167,43,13848,,2225,43,,0,3,204,,2,16073
9/16/2021 11:00,Frederick,142,165180,232,155468,11,17381,243,,0,57,2319,,4,172849
9/16/2021 11:00,Garrett,17,11963,17,10935,1,958,18,,0,20,199,,0,11893
9/16/2021 11:00,Harford,139,146409,214,136751,14,13398,228,,0,36,1654,1,3,150149
9/16/2021 11:00,Howard,162,234637,245,222909,24,14453,269,,0,86,3678,1,9,237362
9/16/2021 11:00,Kent,20,11034,22,10336,5,982,27,,0,13,183,,0,11318
9/16/2021 11:00,Montgomery,558,761224,650,714074,19,48998,669,,0,356,16224,2,37,763072
9/16/2021 11:00,Prince Georges,999,551183,1058,499281,29,32942,1087,,0,134,4875,1,11,532223
9/16/2021 11:00,Queen Annes,44,28895,60,27036,4,2695,64,,0,23,383,,1,29731
9/16/2021 11:00,Somerset,17,10305,29,9224,3,1148,32,,0,6,143,,0,10372
9/16/2021 11:00,St. Marys,85,58788,135,54516,8,3553,143,,0,38,1084,,1,58069
9/16/2021 11:00,Talbot,8,22543,30,21055,1,2969,31,,0,9,482,,1,24024
9/16/2021 11:00,Unknown,713,355695,459,292622,80,32979,539,,0,62,2619,1,5,325601
9/16/2021 11:00,Washington,114,66974,245,61249,8,11208,253,,0,58,1102,,1,72457
9/16/2021 11:00,Wicomico,80,48272,96,44150,12,4280,108,,0,25,585,,1,48430
9/16/2021 11:00,Worcester,37,32032,67,29579,5,2729,72,,0,10,395,,0,32308
9/17/2021 11:00,Allegany,84,29834,184,27441,8,3268,192,,0,21,354,,0,30709
9/17/2021 11:00,Anne Arundel,390,353039,530,329532,27,25073,557,,0,236,5695,,14,354605
